#,PU_LOC_ID,STATE,LGA,RA,PU,BUILDING_TYPE_ID,LAT,LONG,PU_LOC_NUM_AFFILIATIONS,PU_LOC_DESC,,,
20141,BN2305009,BN,23,5,9,16,6.929222103,9.132960566,0,"THE PU IS LOCATED UNDER A TREE IN THE VILLAGE SQUARE, INSIDE THE LATE MR KAAGU'S COMPOUND.",,,
20142,BN2305010,BN,23,5,10,16,6.943091421,9.096667477,0,"THE PU IS LOCATED IN THE CENTRE OF THE VILLAGE MARKET SQUARE,  BESIDE SUAVE UKPEHE'S COMP0UND.",,,
20143,BN2305011,BN,23,5,11,16,6.910102462,9.140907781,0,"THE PU IS LOCATED UNDER THE TREE IN THE VILLAGE SQUARE,ON THE LEFT HAND SIDE OF VIENIKYA-GBOKO ROAD.",,,
20144,BN2305012,BN,23,5,12,16,6.91010518,9.140909867,0,THE PU IS LOCATED UNDER THE TREE IN THE VILLAGE SQUARE ON THE LEFT AND SIDE OF VENDIKYA GBOKO ROAD.,,,
20145,BN2305013,BN,23,5,13,16,6.922623097,9.119770609,0,THE PU IS LOCATED UNDER A TREE IN THE VILLAGE MARKET SQUARE NEAR AGBIDA'S COMPOUND.,,,
20146,BN2305014,BN,23,5,14,5,6.922629205,9.119771613,0,"THE PU IS LOCATED UNDER THE TREE,IN AGBINDA NYANGER'S COMPOUND.",,,
20147,BN2306001,BN,23,6,1,4,6.801531097,9.030352939,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE VILLAGE IS SECOND TO THE LAST YOU MEET BEFORE YOU GET TO OGOJA.",,,
20148,BN2306002,BN,23,6,2,16,6.796365146,9.019404103,0,"THE PU IS LOCATED UNDER A TREE IN THE VILLAGE MARKET SQUARE, THE VILLAGE IS THE LAST YOU MEET BEFORE YOU GET TO OBUDU,AT THE RIGHT HAND SIDE OF THE ROAD ON VENDIKIYE OBUDU ROAD.",,,
20149,BN2306003,BN,23,6,3,2,6.783891329,9.039354867,0,"THE PU IS LOCATED WITHIN ROMAN CATHOLIC CHURCH PREMISES,IN FRONT OF THE CHURCH BUILDING.",,,
20150,BN2306004,BN,23,6,4,16,6.781254888,9.043482092,0,THE PU IS LOCATED UNDER SOME TREES IN THE VILLAGE SQUARE WITHIN THE LATE UNENE'S COMPOUND.,,,
20151,BN2306005,BN,23,6,5,16,6.776559921,9.043397144,0,THE PU IS LOCATED UNDER SOME TREES THE THE VILLAGE MARKET SQUARE LOCATED DIRECTLY IN FRONT OF THE COUNCIL HALL.,,,
20152,BN2306006,BN,23,6,6,16,6.767739617,9.067193511,0,"THE PU IS LOCATED UNDER SOME TREES IN THE VIKLLAGE SQUARE, NEAR LATE  AZEEZE'S COMPOUND.",,,
20153,BN2306007,BN,23,6,7,7,6.737281591,9.025602899,0,THE PU IS LOCATED UNDER SOME CLUSTERS OF TREE IN FRONT OF THE CILNIC BUILDING.,,,
20154,BN2306008,BN,23,6,8,4,6.74359957,9.033094592,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20155,BN2306009,BN,23,6,9,7,6.788636335,9.03905923,0,THE PU IS LOCATED IN FRONT OF THE BROKEN DOWN HUR LEPROSY CLINIC BUILDING.,,,
20156,BN2306010,BN,23,6,10,5,6.773246946,9.033936102,0,"THE PU IS LOCATED IN FRONT OF THE LATE CHIEF UGANDAN'S HOUSE SITUATED INSIDE A VERY BIG PREMISES WITH OTHER HOUSES FENCED ROUND  WITH A MIGHTY GATE, THIS ONE IS UNIQUE FROM OTHERS.",,,
20157,BN2307001,BN,23,7,1,4,6.845167612,9.129451484,0,"THE PU IS LOCATED IN FRONT OF N.K.S.T CHURCH,THE SCHOOL IS SHEARING THE SAME BIULDING WITH THE CHURCH AND IT IS THE ONLY SCHOOL IN THE VILLAGE.",,,
20158,BN2307002,BN,23,7,2,4,6.832676584,9.146385846,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, THE SCHOOL IS IN THE SAME PRMISES WITH R.C.M CHURCH.",,,
20159,BN2307003,BN,23,7,3,16,6.826961597,9.131273657,0,THE PU IS LOCATED UNDER SONE TREES AT THE CENTRE OF THE VILLAGE MARKET SQUARE.,,,
20160,BN2307004,BN,23,7,4,4,6.799504118,9.138819658,0,THE PU IS LOCATED UNDER A TREE BY THE SCHOOL BELL IN FRONT OF A CLASS ROOM BLOCK AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.,,,
20161,BN2307005,BN,23,7,5,4,6.807414089,9.12210469,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE, LOLCATED AT THE CENTRE OF THE VILL.AGE.",,,
20162,BN2307006,BN,23,7,6,16,6.819248035,9.141455971,0,THE PU IS LOCATED UNDER SOME TREES IN THE VILLAGE MATRKET SQUARE BEHIND KPE UGAA NUSERY AND PRIMARY SCHOOL.,,,
20163,BN2307007,BN,23,7,7,4,6.84644626,9.154971572,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK AND THE SCHOOL IS THE ONLY ONE IN THIS VILLAGE.,,,
20164,BN2307008,BN,23,7,8,16,6.849190299,9.143809645,0,THE PU IS LOCATED UNDER A TREE IN THE VILLAGE SQUARE.,,,
20165,BN2307009,BN,23,7,9,4,6.861969288,9.136800868,0,THE PU IS LOCATED IN FRONT OF THE ONLY CLASS ROOM BLOCK IN THE SCHOOL AND THIS IS THE ONLY SCHOOL IN THE VILLAGE,,,
20166,BN2307010,BN,23,7,10,16,6.868969912,9.135991512,0,"THE PU IS LOCATED UNDER A TREE IN THE VILLAGE MARKET SQUARE,ON THE RIGHT HAND SIDE OF VINDEKYA-OBUDU ROAD",,,
20167,BN2307011,BN,23,7,11,4,6.852501559,9.11137349,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK ,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20168,BN2307012,BN,23,7,12,4,6.852486586,9.111377249,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, AND THE SCHOOL IS SITUATED AT THE LEFT HAND SIDE OF VINIKYA-GBOKO ROAD.",,,
20169,BN2307013,BN,23,7,13,5,6.858701399,9.158210133,0,THE PU IS LOCATED IN FRONT OF AN UNFINISHED N.K.S.TCHURCH BUILDING OPPOSITE MR ZAKOR'S COMPOUND.,,,
20170,BN2307014,BN,23,7,14,4,6.854327889,9.165382275,0,THE PU IS LOCATED UN A TREE IN FRONT OF A CLASS ROOM BLOCK OFGYEGWE GRAMMER SCHOOL.,,,
20171,BN2307015,BN,23,7,15,16,6.84868345,9.17167597,0,THE PU IS LOCATED UNDER SOME TREES AT THE CENTRE OF THE VILLAGE MARKET SQUARE.,,,
20172,BN2307016,BN,23,7,16,16,6.848673656,9.171670337,0,THE PU IS LOCATED UNDER SOME TREES AT THE CENTRE OF THE VILLAGE MARKET SQUARE.,,,
20173,BN2307017,BN,23,7,17,4,6.844903453,9.169550199,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THIS VILLAGE.",,,
20174,BN2307018,BN,23,7,18,4,6.853615684,9.173140396,0,"THE PU IS LOCATED UNDER A TREE IN THE VILLAGE SQUARE DIRECTLY OPPOSITE KOTI EAST L.G.A SCHOOL,THE SCHOOL IS THE ONLY  IN THS VILLAGE. .",,,
20175,BN2307019,BN,23,7,19,16,6.844948635,9.184609842,0,"THE PU IS LOCATED IN FRONT OF SOME TREES IN THE MARKET SQUARE,IN FRONT OF TYOSULA'S COMPOUND, FACING DIRECTLY R.C.M PRIMARY SCHOOL AKEHE.",,,
20176,BN2307020,BN,23,7,20,5,6.854297491,9.165327162,0,THE PU IS LOCATED UNDER A TREE IN FRONT OF MR GYEGWE IYO'S COMPOUND LOCATED OPPOSITE IYO GRAMMER SCHOOL.,,,
20177,BN2307021,BN,23,7,21,4,6.835246162,9.177905249,0,"THE PU IS LOCATED UNDER SOME TREES IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS SHEARING THE PREMIASES WITH N.K.S.T.CHURCH MISSION,AND IT THE ONLY SCHOOL IN THIS VILLAGE.",,,
20178,BN2307022,BN,23,7,22,4,6.810934508,9.160148464,0,THE PU IS LOCATED UNDER A TREE IN FRONT OF A CLASS ROOM BLOCK.THE SCHOOL IS THE ONLY ONE IN THIS VILLAGE.,,,
20179,BN2307023,BN,23,7,23,16,6.82266965,9.170439594,0,THE PU IS LOCATED IN FRONT OF THE ONLY BIULDING FACING THE VILLAGE MARKET SQURAE.THE LATE NYAKA'S COMPOUND.,,,
20180,BN2307024,BN,23,7,24,5,6.822667859,9.170438167,0,THE PU IS LOCATED IN FRONT OF THE ONLY BLOCK HOUSE FACING THE VILLAGE MARKET SQUARE.THE LATE NYAKA'S COMPOUND.,,,
20181,BN2307025,BN,23,7,25,16,6.804793367,9.160714014,0,THE PU IS LOCATED UNDER A BIG TREE AT THE CENTRE OF THE VILLAGE MARKET SQUARE.,,,
20182,BN2307026,BN,23,7,26,4,6.790720085,9.148628617,0,"THE PU IS LOCATED UNDER SOME TREES IN FRONT OF A CLASS ROOM BLOCK.THE SCHOOL ISTHE ONLY ONE IN TJE VILLAGE,ABOUT 300MTS FROM R.C.M CHURCH MISSION.",,,
20183,BN2307027,BN,23,7,27,4,6.783428167,9.160234991,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLCK,AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE, ABOUT 13KMTS OFF VEIDEKYA-OBUDU ROAD,ON THE RIGHT HAND SIDE.",,,
20184,BN2307028,BN,23,7,28,16,6.775120251,9.148283177,0,THE PU IS LOCATED UNDER SOME SLUSTERS OF TREES ATHE CENTRE OF THE VILLAGE MARKET SQUARE.THE VILLAGE IS ABOIUT 8KLMS OFF VINDIKYTA-OUDUROAD ON THE RIGHT.,,,
20185,BN2307029,BN,23,7,29,7,6.771201043,9.173464305,0,THE PU IS LOCATED IN FRONT OF THE CLINIC BUILDING. THE CLINIC IS THE ONLY ONE IN THE VILLAGE.THE CLINIC IS SITUATED ABOUT 2POLES FROM THE VILLAGE MARKET.,,,
20186,BN2307030,BN,23,7,30,4,6.750592086,9.17629068,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.YOU GET TO THE VILLAGE TROUGH A VERY BUSHY PART,ON THE LEFT, OFF VANDIKYA-OBUDU ROAD.",,,
20187,BN2307031,BN,23,7,31,16,6.754400589,9.158960986,0,"THE PU IS LOCATED UNDER A TREE,AT THE CENTRE OF THE VILLAGE MARKET SQUARE.THE MARKET IS SITUATED ABOUT 5KLMS ONTHE LEFT OFF VANDAKYA OBUDU ROAD.",,,
20188,BN2307032,BN,23,7,32,4,6.853617473,9.173140269,0,"THE PU IS LOCATED UNDER A TREE IN THE VILLAGE SQUARE OPPOSITE TOTI EAST L.G.A SCHOOL,THE IS THE ONLY ONE IN THIS VILLAGE.",,,
20189,BN2307033,BN,23,7,33,4,6.783421163,9.160231004,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN VILLAGE AND ABOUT 13KLMS OF VEDEIKYA-OBUDU ROAD ON THE RIGHT HAND SIDE OF TEH ROAD.",,,
20190,BN2308001,BN,23,8,1,16,6.723733004,9.052219081,0,"THE PU IS LOCATED UNDER A TREE AT THE CENTRE OF THE VILLAGE MARKET SQUARE, ON THE RIGHT HAND SIDE OF THE ROAD.",,,
20191,BN2308002,BN,23,8,2,16,6.723721328,9.052225412,0,"THE PU IS LOCATED UNDER A TREE AT THE CENTRE OF THE VILLAGE MARKET SQUARE,ON THE RIGHT HAND SIDE OF THE ROAD.",,,
20192,BN2308003,BN,23,8,3,2,6.737922658,9.061199225,0,THE PU ISLOCATED IN FERONT OF THE CHURCH BIULDING OF R.C .M CHURH  CHEREN.,,,
20193,BN2308004,BN,23,8,4,2,6.737922974,9.061196138,0,THE PU IS LOCATED IN FRONT OF THE CHURCH BUILDING OF R.C.M. CHURCH CHEREN.,,,
20194,BN2308005,BN,23,8,5,4,6.700747426,9.036478275,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,AND THE SCHOOL IS THE ONLY ONE IN THIS VILLAGE.",,,
20195,BN2308006,BN,23,8,6,4,6.690087157,9.016791152,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20196,BN2308007,BN,23,8,7,4,6.701522123,9.008578939,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20197,BN2308008,BN,23,8,8,4,6.716549401,9.014461776,0,"THE PU IS LOCATED IN FRONT OF THE CLINIC OFFICE BLOCK, THE CLINIC IS THE ONLY ONE IN THIS VILLAGE.",,,
20198,BN2308009,BN,23,8,9,4,6.72270343,9.019984642,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS AT THE LEFT HAND SIDE OF THE ROAD ,AND THE ONLY LGA SCHOOL IN THE VILLAGE.",,,
20199,BN2308010,BN,23,8,10,5,6.734074837,9.032167107,0,THE PU IS LOCATED UNDER A TREE AT THE RIGHT HAND SIDE OF THE ROAD IN FRONT OF AGERA NUGH'S COMPOUND.,,,
20200,BN2308011,BN,23,8,11,4,6.746275806,9.080882404,0,"THE PU IS LOCATED INFRONT OF THE ONLY CLASS ROOM BLOCK IN THE SCHOOL,AND IT IS THEW ONLY SCHOOL IN THE VILLAGE.",,,
20201,BN2308012,BN,23,8,12,2,6.703304476,9.104834961,0,THE PU IS UNDER A TREE IN FRONT OF AN UNCOMPELETED CHURCH BUILDING OF R.C.M CHURCH.,,,
20202,BN2308013,BN,23,8,13,16,6.702211183,9.085500763,0,"THE PU IS LOCATED UNDER A TREE ATHTHE  CEUTRE OF THE VILLAGE MARKET SQUARE,AND THIS IS THE ONLY MARKET IN THE VILLAGE.",,,
20203,BN2308014,BN,23,8,14,16,6.70222382,9.085489416,0,"THE PU IS LOCATED UNDER A TREE AT THE RIGHT HAND SIDE OF THE MAKET, AND THE IS THE ONLY MARKET IN THE VILLLAGE.",,,
20204,BN2308015,BN,23,8,15,4,6.682240211,9.066095567,0,THE PU IS LOCATED IN FRONT OF A CLASSROOM BLOCK THE SCHOOL IS THE ONLY ONE IN THE  VILLAGE.,,,
20205,BN2308016,BN,23,8,16,4,6.680974958,9.068730793,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, AND THE SCHOOL THE FIEST YOU MEET ON THE LEFT HAND SIDE OF THE ROAD ON THE STEIGHT ROAD INTO THE VILLAGE.",,,
20206,BN2308017,BN,23,8,17,4,6.678191814,9.047518185,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOLIS LOCATED IN THE SAME PREMISES WITH N.K.S.T ChURCH AGEVA,AND IT IS THE ONLY SCHOOL IN THIS VILLAGE.",,,
20207,BN2308018,BN,23,8,18,4,6.703105923,9.056405087,0,"THE PU IS IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS LOCATED AT THE LEFT HAND SIDE OF THE ROAD FROM THE SOUTH,AND IT IS THE ONLY SCHOOL IN THE VILLGE.",,,
20208,BN2308019,BN,23,8,19,5,6.714699646,9.070027392,0,"HE PU IS LOCATED AT THE LEFT HAND SIDE OF THE ROAD THE THIRD BUILDING INTO THE VILLAGE, UNDER SOME CLUSTERS OF TREES.",,,
20209,BN2308020,BN,23,8,20,4,6.727936836,9.084633213,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, AND THE SCHOOL IS SITUATED DIRECTLY OPPOSITE THE VILLAGEMARKET SQUARE AS IF THEY ARE SHEARING THE PREMISES.",,,
20210,BN2308021,BN,23,8,21,5,6.734010754,9.043556498,0,"THE PU IS LOCATED UNDER A TREE IN FRONT OF LATE HAANONGON COMPOUND AT THE JUNCTION, BY SIGN BOARD.",,,
20211,BN2308022,BN,23,8,22,5,6.703637984,9.036904293,0,THE PU IS LOCATED UNDER A TREE NEAR THE IN FRONT OF THE LATE MR DAAGU'S COMPOUND.,,,
20212,BN2309001,BN,23,9,1,4,6.81299088,9.043938126,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,WHILE THE SCHOOL IS IN THE PREMISES OF N.K.S.T CHURCH PREMISES,ALONG VIDEIKYE OGOJA ROAD.",,,
20213,BN2309002,BN,23,9,2,4,6.816889674,9.040146318,0,"THE PU IS LOCATED IN FRONT ODF A CLAS ROOM BLOCK THE SCHOOL IS ABOUT 200MTS OFF VIDEKYE OGOJA ROAD, IT IS THE ONLY GOVERNMENT SECONDARY SCHOOL IN THE VILLAGE.",,,
20214,BN2309003,BN,23,9,3,4,6.817550523,9.019500397,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK NEAR THE FOOTBALL PITCH,AND THE SCHOOL IS THE ONLY SCHOOL IN THIS VILLAGE.",,,
20215,BN2309004,BN,23,9,4,16,6.83093951,9.019872621,0,THE PU IS LOCATED UNDER SOME TREES AT THE FRONT OFD THE VILLAGE MARKET SQUARE,,,
20216,BN2309005,BN,23,9,5,16,6.830935112,9.019860542,0,THEPU IS LOCATED IN FRONT OF SOME SHADE AT THE LEFT HAND SIDE IN THE CENTRE OF THE VILLAGE MARKET SQUARE.,,,
20217,BN2309006,BN,23,9,6,4,6.845255379,9.008088266,0,THE PU IS LOCATED UNDER A TREE  IN FRONT OF THE ABANDONED CLASS ROOM BLOCK OF NINGEV COMMUNITY SECONDARY SCHOOL.,,,
20218,BN2309007,BN,23,9,7,4,6.858347006,8.999101582,0,"THE PU IS LOCATED  IN FRONT OF A CLASS ROOM BLOCK,AND THE SCHOOL IS THE ONLY L.G.A SCHOOL IN THE VILLAGE.",,,
20219,BN2309008,BN,23,9,8,4,6.85834058,8.999110811,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK AND THE SCHOOL IS THE ONLY L.G.A SCHOOL IN THE VILLAGE.,,,
20220,BN2309009,BN,23,9,9,4,6.869174179,9.031738386,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20221,BN2310001,BN,23,10,1,7,6.982139582,9.131542585,0,THE PU LOCATED IN FRONT OF THE LEPROSY CLINIC BUILDING.,,,
20222,BN2310002,BN,23,10,2,4,6.999916239,9.134115891,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, AND THE SCXHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20223,BN2310003,BN,23,10,3,16,7.003744123,9.126625445,0,THE PU IS LOCARED UN A TRR AT THWE CENTRE OF THE VILLAGE MARKET SQUARE.,,,
20224,BN2310004,BN,23,10,4,2,7.010645659,9.100101865,0,THE PU IS LOCATED IN FRONT OF N.K.S.T CHURCH BUILDING.,,,
20225,BN2310005,BN,23,10,5,5,6.990976207,9.091105484,0,THE PU IS LOCATED UNDER A TREE BEHIND YAAYA IHUNDUGH'S COMPOUND.,,,
20226,BN2310006,BN,23,10,6,4,6.995066925,9.056629968,0,"THE PU IS LOCATED IN FRONT OF N.K.S.T CHURCH BUILDING,WHICH IS SHEARING THE SAME PREMISES WITH THE SCHOOL.",,,
20227,BN2310007,BN,23,10,7,2,6.973068366,9.069509096,0,"THE PU IS LOCATED IN FRONT OF ROMAN CATHOLIC CHURCH,THE CHURCH IS SHEARING THE SAME PREMISES WITH THE R.C.M SCHOOL.",,,
20228,BN2310008,BN,23,10,8,4,6.989488467,9.113609933,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.,,,
20229,BN2310009,BN,23,10,9,4,6.989489025,9.113613822,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20230,BN2310010,BN,23,10,10,4,6.970609674,9.141003823,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK.THE SCHOOL IS JUST AFTER THE VILLAGE MARKET SQUARE.,,,
20231,BN2310011,BN,23,10,11,4,6.970612695,9.141015337,0,"THE PU IS LOCATED UNDER SOME TREES AT THE BACK OF A CLASS ROOM BLOCK,THE SCHOOL IS LOCATED NEXT TO THE VILLAGE MARKET SQUARE.",,,
20232,BN2310012,BN,23,10,12,4,6.964329612,9.119474391,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK AND THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.,,,
20233,BN2310013,BN,23,10,13,5,6.960067743,9.166165089,0,THE PU IS LOCATED AT THE CENTRE OF MR BOYAR.S COMPOUND.,,,
20234,BN2310014,BN,23,10,14,4,6.941348813,9.148930315,0,THE PU IS LOCATED UNDER A TREE IN FRONT OF A CLASS ROOM BLOCK THE SCHOOL IS THE ONLY ONE IN THIS VILLAGE.,,,
20235,BN2310015,BN,23,10,15,4,6.940597439,9.166480851,0,THE PU IS LOCATED UNDER A TREE IN FRONT OF A CLASS ROOM BLOCK.,,,
20236,BN2310016,BN,23,10,16,4,6.940603905,9.166478578,0,"THE PU IS LOCATED UNDER A TREE IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20237,BN2310017,BN,23,10,17,4,6.948416471,9.109238528,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20238,BN2310018,BN,23,10,18,4,6.960957337,9.093725944,0,THE PU IS LOCATED UNDER A TREE IN FRONT OF A CLASS ROOM BLOCK THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.,,,
20239,BN2310019,BN,23,10,19,4,6.960949559,9.09372094,0,"THE PU IS LOCATED UNDER A TREE IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20240,BN2310020,BN,23,10,20,4,6.948416124,9.109224625,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS THE ONLY ONE IN THE VILLAGE.",,,
20241,BN2311001,BN,23,11,1,4,6.795734536,9.05852009,0,THIS PU IS LOCATED IN THE COMPOUND OF THIS IS WHICH IS THE ONLY GOVERNMENT SECONDARY SCHOOL IN  THIS AREA.THE PU IS LOCATED BY THE GATE NEAR THE BASKET BALL PITCH,,,
20242,BN2311002,BN,23,11,2,8,6.802807647,9.05152538,0,THIS PU IS LOCATED ON THE LEFT HAND SIDE OF THE MAJOR ROAD INTO THE  TOWN FROM THE WEST UNDER A TREE IN A MACHENIC WORKSHOP OPPOSITE ELF FILLING STATION.,,,
20243,BN2311003,BN,23,11,3,7,6.783936454,9.058148688,0,"THE PU IS LOCATED IN FRONT OF BASIC HEALTH CENTRE,THE CLINIC IS POPULAR BECOUSE IT IS THE ONLY GOVERNMENT CLINIC IN THE TOWN.",,,
20244,BN2311004,BN,23,11,4,7,6.783932886,9.058157533,0,"THIS PU IS LOICATED IN FRONT OF THE TOWN'S HEALTH CENTRE,THE CLINIC IS VARY POPULAR BECOUSE IT IS THE ONLY GOVERNMENT OWNED HEALTH CENTRE IN THE TOWN.",,,
20245,BN2311005,BN,23,11,5,6,6.785274496,9.065724626,0,THE PU IS LOCATED IN FRONT OF NYOR GAADI OFFICE BUILDING WITH KUNEV COMMUNITY BANK ON THE RIGHT HAND SIDE AND FILLING STATION AT THE LEFT HAND SIDE.,,,
20246,BN2311006,BN,23,11,6,6,6.785276949,9.065711928,0,THE PU IS LOCATED IN THE OFFICE BUILDING OF THE NYOR GAADI  BY KUNAV COMMUNITY BANK ON THE RIGHT HAND OF DOCISH FILLING STATION BY THE LEFT.,,,
20247,BN2311007,BN,23,11,7,16,6.783985605,9.069215636,0,THE PU IS LOCATED IN FRONT OF SOME SHOPS AT THE RIGHT HAND SIDE OF AYA MARKET ROAD FROM THE SOUTH AND IN THE MARKET.,,,
20248,BN2311008,BN,23,11,8,16,6.783973997,9.069240647,0,THE PU IS LOCATED IN FRONT OF  SOME SHOPS AT THE RIGHT HAND SIDE OF AYA MARKET ROAD IN THE MARKET.,,,
20249,BN2311009,BN,23,11,9,6,6.788562806,9.068750845,0,"THE PU IS LOCATED IN FRONT OF THE ADMINISTRATIVE OFFICE BLOCK OF THE LOCAL GOVERNMENT TEMPORARY SECETARIATE BUILDING,AROUND THE MAIN GATE",,,
20250,BN2311010,BN,23,11,10,6,6.788551628,9.068744439,0,"THE PU IS LOCATED IN FRONT OF THE GATE OF THE LOCAL GOVERNMENT AREA TEMPORALLY SECRETARIAT,BY THE GATE,ON THE OUT SIDE GATE  AROUND THE FENCE,  NEAR THE TRASFORMER.",,,
20251,BN2311011,BN,23,11,11,4,6.790043428,9.062691671,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK,THE SCHOOL IS ABOUT 10POLES TO THE POLICE STATION.",,,
20252,BN2311012,BN,23,11,12,4,6.790024457,9.062705543,0,THE L.G.A SCHOOL IS A VERY POPULAR SCHOOL  IN THIS TOWN ABOUT 10 POLES TO THE POLICE STATION AND THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK.,,,
20253,BN2311013,BN,23,11,13,4,6.79002672,9.062691565,0,THE L.G.A.SHOOL IS A POIPULAR ONE LOCATED ON THE LEFT HAND SIDE OF THE ROAD ABOUT 10POLES BEFORE THE POLICE STATION THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK.,,,
20254,BN2311014,BN,23,11,14,4,6.779198877,9.070453956,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK AND IS WELL KNOWN IN THE TOWN.,,,
20255,BN2311015,BN,23,11,15,4,6.779144685,9.070389977,0,"THE PU IS LOCATED IN FRONT OF A CLASS ROOM,AND THE SCHOOL IS A VERY POPULAR ONE AROUND THE TOWN.",,,
20256,BN2311016,BN,23,11,16,4,6.778850539,9.076054042,0,"TH PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK, THE SCHOOL IS SITUATED AT THE LFET HAND OF THE MAJOR ROAD INTO THE TOWN FROM THE WEST.",,,
20257,BN2311017,BN,23,11,17,4,6.778857965,9.076059488,0,THE PU IS LOCATED IN FRONT OF A CLASS ROOM BLOCK AND THE SHOOL IS LOCATED AT THE RIGHT HAND SIDE OF THE TOWN'S MAJOR ROAD FROM THE SOUTH.,,,
20258,BN2311018,BN,23,11,18,5,6.794761076,9.069686106,0,THE PU IS LOCATED UNDER SOME CLUSTERS OF TREES OPPOSITE MR YAAYA'S HOUSE WHICH IS SITUATED ABOUT 300MTS FROM THE MAIN ROAD.,,,
20259,BN2311019,BN,23,11,19,5,6.794809258,9.069772591,0,THE PU IS LOCATED UNDER SOME CLOSTERS OF TREES  OPPOSITE MR YAAYA'S COMPOUND WHICH IS SITUATED AT ABOUT 300MTS FROM THE MAIN ROAD BY THE LEFT HAND SIDE.,,,
20260,BN2311020,BN,23,11,20,16,6.783989715,9.069216329,0,THE PU IS LOCATED IN FRONT OF A STORE THE THIRD BUILDING ON THE RIGHT FROM THE SOUTH IN AYA RIVER SIDE MARKET.,,,
20261,BN2312001,BN,23,12,1,16,6.658023905,9.098314662,0,THE PU IS LOCATED IN THE VILLAGE MARKET SQUARE,,,
